"23/6 11:50:12";6546,84;6550;6547,85;6550;0,07198561;
"23/6 11:51:01";6546,84;6550;6547,85;6550;0,07198561;
"23/6 11:52:01";6546,28;6549,53;6549,53;6546,29;0,05066605;
"23/6 11:53:01";6546,29;6561,64;6546,29;6549,11;2,5381428600000002;
"23/6 11:54:01";6541,94;6547,89;6547,89;6541,94;0,10015597999999999;
"23/6 11:55:01";6532,08;6541,78;6541,78;6532,09;4,4533939899999995;
"23/6 11:56:12";6532,09;6532,09;6532,09;6532,09;0,15119407999999998;
"23/6 11:57:01";6532,08;6532,09;6532,08;6532,09;0,15571553;
"23/6 11:58:01";6532,08;6532,09;6532,08;6532,09;0,17049866000000002;
